'''
Please cite this paper
Li, J., Zhang, G., Zhang, S. et al. Seismicity characteristics and interseismic 
locking of the Anninghe Fault, Southwest China: Insights from long-term dense 
seismic array observations. Earth Planets Space 77, 63 (2025). 
https://doi.org/10.1186/s40623-025-02167-z
'''
ot,lat,lon,dep,mag,dt_max,num_sta,ex,ey,ez,rms,evid
2016-08-03T20:04:26.820000Z,29.131057,102.739331,8.15,1.3,247.2,8,226.2,171.5,250.6,0.099,20105
2016-08-03T23:19:25.440000Z,29.319993,102.192147,11.91,0.7,140.5,11,188.0,229.1,226.2,0.117,20114
2016-08-04T07:00:02.450000Z,29.058883,102.374528,22.05,0.4,175.7,5,151.7,94.9,85.3,0.070,20104
2016-08-04T09:11:33.190000Z,28.439773,102.262134,2.89,1.2,137.5,6,211.2,257.0,248.5,0.143,20106
2016-08-04T13:19:26.850000Z,29.133752,102.274878,9.4,-0.1,178.2,6,169.2,118.2,158.9,0.115,20122
2016-08-04T14:17:21.000000Z,29.163885,102.534814,21.32,-0.1,98.5,11,199.4,214.1,128.2,0.085,20120
2016-08-04T17:12:35.120000Z,28.438253,102.259416,3.01,1.5,87.6,18,263.3,193.3,199.5,0.135,20118
2016-08-04T18:22:08.800000Z,29.320296,102.250757,6.18,0.3,191.8,5,197.0,197.5,222.9,0.135,20115
2016-08-04T19:17:20.400000Z,29.20589,101.797013,5.47,1.0,172.9,11,378.0,348.1,684.5,0.173,20121
2016-08-05T00:13:09.190000Z,27.862467,102.16735,14.78,2.6,103.8,23,233.4,266.9,232.6,0.103,8238
2016-08-05T03:02:50.500000Z,29.20505,102.244173,8.88,0.6,176.8,9,139.6,152.8,122.4,0.092,20124
2016-08-05T04:13:16.350000Z,27.868113,102.163192,13.04,0.2,138.7,6,237.1,254.4,221.5,0.085,20126
2016-08-05T04:19:57.550000Z,28.213637,101.72867,6.95,1.6,162.9,11,266.4,250.5,502.3,0.193,8236
2016-08-05T05:01:14.090000Z,29.14302,102.207267,8.69,0.1,222.3,4,222.0,156.2,168.7,0.137,20123
2016-08-05T09:02:07.310000Z,29.210181,102.258276,9.15,0.3,170.3,7,132.3,166.9,119.1,0.097,20125
2016-08-05T09:16:48.420000Z,28.143514,102.257349,12.16,-0.1,146.1,5,229.3,170.6,255.1,0.155,20128
2016-08-05T11:05:00.990000Z,29.96854,101.628931,8.35,2.0,95.5,5,186.2,256.8,566.7,0.151,8239
2016-08-05T20:15:49.360000Z,28.304043,102.26569,11.84,0.4,98.7,5,205.2,146.8,170.1,0.110,20127
2016-08-05T22:15:46.000000Z,29.040222,102.36359,26.07,-0.1,143.5,8,132.9,133.9,141.9,0.122,20119
2016-08-06T01:01:13.800000Z,29.659717,102.048999,6.35,1.4,322.8,6,628.6,419.0,910.4,0.181,20116
2016-08-06T03:20:15.760000Z,29.598303,102.06429,11.82,1.2,151.4,3,284.3,157.3,231.9,0.074,8235
2016-08-06T07:19:25.310000Z,29.284519,102.248722,8.94,1.1,103.2,18,126.3,185.3,188.8,0.105,8240
2016-08-06T10:16:59.020000Z,29.797158,102.018408,6.96,2.0,324.4,10,357.6,359.9,527.6,0.140,8237
2016-08-06T13:04:33.410000Z,28.419391,101.978296,17.14,0.6,194.3,4,375.4,473.9,338.7,0.111,20129
2016-08-06T13:16:04.670000Z,27.787823,102.327401,6.12,0.0,259.6,3,211.0,197.4,237.8,0.071,20131
2016-08-06T17:21:32.160000Z,29.621301,101.865682,3.01,1.3,264.7,3,253.5,292.7,584.4,0.098,8233
2016-08-06T22:19:31.000000Z,29.500334,102.168953,7.38,0.7,161.8,9,143.0,138.5,187.6,0.120,20133
2016-08-07T03:04:43.290000Z,28.450993,101.946525,10.77,0.5,267.4,4,179.7,246.3,279.6,0.148,20136
2016-08-07T08:13:17.760000Z,27.79908,102.317082,10.68,0.0,252.2,3,256.4,302.3,222.9,0.100,20130
2016-08-07T09:10:24.220000Z,29.638165,101.941325,4.18,1.7,268.5,15,240.3,261.2,379.2,0.168,8232
2016-08-07T10:23:14.220000Z,27.951691,101.038981,8.54,3.1,251.4,12,173.4,333.2,482.7,0.186,20135
2016-08-07T11:15:50.440000Z,28.285691,102.262744,9.4,0.5,103.8,5,305.1,199.3,196.9,0.136,20140
2016-08-07T12:03:43.840000Z,29.511466,102.169491,5.06,1.3,308.5,7,114.8,131.0,178.5,0.092,8234
2016-08-08T03:14:50.270000Z,29.107404,102.400659,23.67,0.0,167.2,4,112.9,125.8,108.0,0.067,20147
2016-08-08T06:14:42.470000Z,29.646521,101.925627,2.38,1.4,175.3,3,154.6,179.6,439.2,0.077,8228
2016-08-08T08:10:52.690000Z,29.620353,101.945841,4.59,1.4,267.0,8,223.7,286.4,393.8,0.145,8231
2016-08-08T17:12:48.560000Z,29.595734,102.038403,1.85,1.1,332.0,11,353.6,414.4,316.3,0.148,20138
2016-08-08T20:14:09.320000Z,29.621716,101.94869,3.57,1.4,266.5,13,202.5,251.6,409.6,0.176,8227
2016-08-08T20:17:57.680000Z,28.900203,102.500594,20.18,3.0,42.4,35,188.6,122.7,177.2,0.123,8223
2016-08-08T20:20:35.320000Z,28.978361,102.365308,20.9,1.2,68.8,27,153.3,120.6,126.3,0.105,8222
2016-08-08T21:22:04.760000Z,28.884892,102.494808,19.93,0.8,158.7,16,191.5,135.4,152.8,0.099,20145
2016-08-09T00:03:39.790000Z,29.091998,102.365096,20.32,0.2,157.7,4,135.5,102.4,98.0,0.069,20150
2016-08-09T01:14:02.040000Z,29.092554,102.122363,13.73,0.3,258.1,3,376.3,184.5,329.6,0.108,20148
2016-08-09T01:21:49.750000Z,29.016239,102.042228,15.23,1.0,115.5,19,138.1,177.7,215.8,0.146,8220
2016-08-09T07:20:22.030000Z,29.221545,102.276473,9.86,-0.2,250.5,4,125.5,196.8,146.0,0.109,20144
2016-08-09T09:20:50.720000Z,29.200798,102.271338,8.37,1.1,87.6,22,116.8,159.4,141.0,0.103,8221
2016-08-09T10:10:47.490000Z,29.109184,102.400806,24.31,-0.1,170.3,4,137.0,134.8,111.3,0.080,20137
2016-08-09T10:13:09.570000Z,29.499361,102.149764,4.61,0.6,198.4,4,137.3,169.6,186.8,0.085,20139
2016-08-09T14:21:04.520000Z,28.761668,102.654362,7.89,0.3,289.4,3,177.3,196.0,265.4,0.010,20151
2016-08-10T01:17:12.010000Z,29.087846,102.566032,20.38,0.7,84.6,13,182.7,154.7,108.9,0.066,20154
2016-08-10T05:16:12.620000Z,29.517202,102.192236,7.66,1.0,200.4,5,121.4,126.2,174.9,0.061,20153
2016-08-10T06:23:28.600000Z,30.128147,102.638542,12.72,1.1,190.0,3,5231.1,32745.8,10692.3,0.000,8213
2016-08-10T08:01:54.830000Z,29.086943,102.42985,22.06,0.8,103.4,8,114.5,110.3,100.5,0.064,20146
2016-08-10T10:16:49.130000Z,29.101137,102.414119,22.76,0.2,101.7,11,132.4,136.0,102.2,0.079,20149
2016-08-10T11:03:47.590000Z,27.933429,102.089453,4.52,1.0,244.4,3,177.5,143.9,211.8,0.094,8218
2016-08-10T11:10:48.750000Z,30.106691,102.516089,17.82,1.7,296.6,5,152.6,220.2,252.1,0.140,8217
2016-08-10T11:12:09.390000Z,29.226691,102.315137,23.77,0.7,178.5,13,214.3,217.8,174.9,0.093,20152
2016-08-11T01:20:13.510000Z,29.772601,101.968888,4.41,1.2,179.8,3,208.0,159.1,249.5,0.112,8208
2016-08-11T09:14:46.830000Z,29.519031,102.193424,7.49,1.6,198.3,15,110.6,128.8,164.2,0.080,8215
2016-08-11T09:16:58.880000Z,29.209239,101.829085,13.89,1.8,167.9,12,185.3,212.4,365.4,0.107,8214
2016-08-11T14:21:28.340000Z,29.513839,102.194442,6.73,0.6,192.1,8,124.7,115.6,174.6,0.083,20157
2016-08-11T19:20:47.200000Z,29.093868,102.3823,26.81,0.5,148.6,9,114.7,110.0,146.3,0.074,20156
2016-08-11T22:18:22.040000Z,29.215948,102.077051,13.28,0.6,244.9,6,278.7,367.9,504.6,0.107,20155
2016-08-11T22:22:02.120000Z,29.115828,102.400236,25.15,0.0,164.7,6,117.7,124.6,103.4,0.070,20159
2016-08-12T04:20:01.670000Z,29.165232,102.53195,21.8,0.5,88.0,12,210.5,209.3,129.7,0.087,20158
2016-08-12T12:15:19.390000Z,29.025714,102.25765,14.02,0.9,98.8,12,151.5,140.2,115.7,0.078,20162
2016-08-12T22:18:28.460000Z,29.057672,102.374609,20.88,0.6,115.0,14,105.2,84.5,120.4,0.079,20163
2016-08-13T02:02:11.200000Z,28.0777,102.269889,12.43,1.0,147.2,4,198.9,130.6,134.1,0.079,8212
2016-08-13T02:13:55.960000Z,29.517275,102.158219,5.49,1.1,176.5,7,124.5,112.9,185.0,0.077,20161
2016-08-13T06:17:04.340000Z,28.457644,102.702425,7.68,1.1,148.1,9,229.1,211.1,247.3,0.154,8202
2016-08-13T07:19:38.430000Z,29.147434,102.179476,11.95,0.0,237.8,4,288.1,185.4,238.7,0.107,20167
2016-08-13T08:21:37.500000Z,28.445827,102.698698,9.01,3.0,137.1,12,297.7,290.5,312.6,0.167,8207
2016-08-13T10:03:52.790000Z,27.915422,102.1184,8.74,1.2,239.0,3,161.0,285.2,308.6,0.081,8206
2016-08-13T17:18:09.680000Z,28.713269,102.676937,10.59,0.4,210.3,4,192.3,166.0,247.3,0.100,20166
2016-08-13T18:11:28.320000Z,29.534814,102.172013,0.64,1.2,257.5,8,204.8,236.0,325.3,0.096,20160
2016-08-14T00:12:43.860000Z,30.216494,102.544694,9.96,1.0,163.3,3,211.5,259.9,433.0,0.027,8199
2016-08-14T05:20:17.950000Z,29.006594,102.417692,20.48,0.2,173.0,6,139.7,117.7,110.8,0.078,20164
2016-08-14T08:01:35.480000Z,28.460649,102.701929,8.4,1.6,135.3,10,271.9,215.0,376.0,0.158,20168
2016-08-14T18:16:38.840000Z,28.990474,102.448543,22.6,0.1,146.1,9,155.9,119.1,107.7,0.073,20170
2016-08-14T19:11:24.800000Z,29.080937,102.269458,13.51,0.6,177.7,6,159.8,130.6,170.2,0.085,20165
2016-08-15T02:06:20.670000Z,27.880575,102.312012,7.92,0.7,151.7,3,153.2,188.3,186.1,0.170,20169
2016-08-15T03:02:12.520000Z,27.682813,101.523958,12.17,2.8,125.6,14,180.7,341.2,408.6,0.124,8205
2016-08-15T08:15:11.610000Z,29.121944,102.390828,23.63,0.3,161.2,7,127.1,132.7,119.8,0.060,20174
2016-08-15T09:06:16.750000Z,29.63382,101.949618,5.69,2.2,170.8,8,172.4,162.9,264.3,0.105,8204
2016-08-15T16:21:27.980000Z,28.964962,102.486727,20.8,0.3,198.4,9,169.6,112.3,144.3,0.075,20172
2016-08-15T19:02:16.200000Z,29.794216,101.992839,4.63,1.9,330.1,6,293.8,368.6,550.3,0.146,8200
2016-08-16T07:01:47.310000Z,29.067749,102.377116,22.89,0.2,115.2,6,113.9,101.2,130.2,0.082,20175
2016-08-16T07:17:10.960000Z,29.006871,102.438949,21.96,0.3,102.7,9,119.8,96.4,98.3,0.059,20171
2016-08-16T21:08:44.640000Z,29.24891,102.284749,10.89,-0.2,280.7,3,139.4,264.6,162.3,0.067,20173
2016-08-16T22:20:19.520000Z,28.975063,102.479997,23.74,0.7,64.0,16,166.2,109.3,132.7,0.081,8196
2016-08-17T01:22:36.960000Z,29.58524,101.889803,9.87,1.4,175.4,3,112.0,126.3,196.9,0.044,8195
2016-08-17T04:01:41.570000Z,29.647569,101.96123,11.15,1.8,323.2,6,343.0,302.7,898.6,0.130,8197
2016-08-17T22:08:46.680000Z,29.024898,102.26342,14.02,0.5,176.4,7,148.6,138.3,105.0,0.068,20176
2016-08-18T08:21:55.420000Z,28.219554,102.816439,15.85,1.1,209.8,6,11.1,39.7,33.1,0.026,20177
2016-08-19T09:18:21.470000Z,29.024831,102.390259,22.99,1.8,66.4,21,99.9,98.2,116.5,0.094,8194
2016-08-19T14:00:00.580000Z,28.962754,102.336255,23.27,0.9,96.7,7,180.0,140.2,129.9,0.083,20182
2016-08-19T15:10:21.910000Z,28.991711,102.403955,22.85,0.7,86.3,8,109.3,87.6,101.8,0.062,20178
2016-08-19T17:16:12.160000Z,29.161363,102.386011,12.87,0.1,302.2,4,139.7,176.0,157.8,0.099,20184
2016-08-19T20:20:33.140000Z,29.520262,102.158374,5.93,1.1,166.1,9,163.6,169.5,183.2,0.095,20181
2016-08-19T22:15:57.220000Z,27.877144,102.31333,7.42,0.7,105.8,6,108.1,159.5,140.3,0.120,20179
2016-08-20T02:21:42.570000Z,29.065308,102.387256,21.09,-0.1,139.1,9,115.0,96.5,136.0,0.122,20189
2016-08-20T10:15:52.000000Z,29.663792,102.018278,-0.16,1.6,337.6,5,220.6,198.9,418.0,0.128,20180
2016-08-20T11:14:04.820000Z,28.290383,102.244702,7.55,0.3,99.0,5,205.2,147.6,196.0,0.113,20187
2016-08-20T21:16:32.520000Z,29.139075,102.451058,23.8,0.5,134.3,10,113.0,154.8,108.9,0.086,20188
2016-08-20T23:16:51.080000Z,29.121641,102.41499,21.93,2.5,58.7,30,134.3,131.7,128.8,0.112,8193
2016-08-21T02:07:28.040000Z,29.581783,101.895947,9.66,1.7,146.5,5,270.3,246.6,456.3,0.079,8191
2016-08-21T04:19:21.590000Z,29.029283,102.396672,21.78,0.4,89.6,16,125.2,121.9,112.5,0.104,20195
2016-08-21T05:14:12.850000Z,28.29726,102.266276,11.22,0.2,101.2,5,209.0,146.6,148.5,0.102,20191
2016-08-21T08:03:28.270000Z,27.874441,102.316284,7.9,1.2,238.7,4,194.0,193.0,182.7,0.099,20183
2016-08-21T20:18:49.320000Z,29.169179,102.128385,9.87,0.1,128.5,7,193.7,185.7,273.8,0.161,20193
2016-08-22T05:06:31.000000Z,29.586062,101.887777,10.23,1.6,91.4,6,258.5,225.5,446.8,0.116,8192
2016-08-22T05:22:58.780000Z,29.623173,102.040243,5.1,1.4,156.6,4,200.7,190.1,219.7,0.128,8189
2016-08-22T09:18:52.630000Z,29.511831,102.173258,3.91,0.7,162.4,11,131.5,175.8,185.9,0.135,20194
2016-08-22T11:14:07.550000Z,28.981986,102.442277,21.93,0.2,188.0,7,166.7,127.5,116.4,0.107,20192
2016-08-23T02:16:10.180000Z,29.135166,102.118083,11.34,0.6,124.7,12,278.5,188.3,225.1,0.158,20196
2016-08-23T03:15:41.450000Z,29.177348,102.334709,18.2,-0.2,206.5,7,244.0,216.7,163.6,0.101,20201
2016-08-23T04:19:59.040000Z,29.521838,102.166854,-4.48,1.8,235.5,18,413.1,389.1,1489.2,0.130,8190
2016-08-23T07:12:49.200000Z,29.867629,101.984595,6.59,1.9,111.8,6,205.4,196.2,280.0,0.141,8188
2016-08-23T07:14:12.760000Z,28.69091,102.201204,9.4,0.5,127.8,5,338.8,193.3,274.1,0.122,20199
2016-08-23T07:20:15.790000Z,29.167078,102.422786,21.47,-0.1,92.3,11,109.1,154.3,110.3,0.094,20203
2016-08-23T16:11:13.770000Z,29.102535,102.216252,14.39,-0.1,212.3,3,203.0,156.8,182.1,0.062,20197
2016-08-23T16:21:12.000000Z,29.613692,101.973804,5.01,1.5,165.6,3,175.5,158.0,148.0,0.045,8185
2016-08-24T04:16:29.500000Z,29.208097,102.300944,11.74,-0.1,151.8,8,131.0,233.5,137.2,0.096,20202
2016-08-24T04:22:02.150000Z,29.638501,102.037362,3.2,0.8,158.1,3,243.3,165.9,342.5,0.093,8184
2016-08-24T08:14:34.090000Z,28.296283,102.258626,10.56,0.3,99.0,5,162.5,120.6,139.1,0.097,20200
2016-08-24T11:14:05.160000Z,28.242568,101.721126,5.18,1.2,222.0,5,195.8,229.3,329.0,0.125,8186
2016-08-24T17:13:04.520000Z,27.932973,101.03833,9.1,3.1,252.2,10,152.0,312.8,442.1,0.160,20205
2016-08-25T00:15:26.240000Z,29.606038,102.068229,4.71,0.8,339.4,6,244.8,319.6,221.1,0.130,20206
2016-08-25T03:11:29.080000Z,29.095392,102.433341,20.85,0.8,94.6,12,139.0,115.7,129.2,0.114,20198
2016-08-25T09:07:03.380000Z,28.95024,102.482796,20.19,0.8,197.2,6,176.6,116.2,149.8,0.099,20210
2016-08-25T13:21:20.940000Z,29.0586,102.473665,20.05,-0.2,152.3,9,268.1,203.0,223.0,0.120,20213
2016-08-25T22:19:46.160000Z,29.118044,102.419287,17.56,-0.3,301.8,4,253.3,187.4,150.0,0.093,20207
2016-08-26T01:17:45.990000Z,29.321891,103.06923,22.83,0.5,311.4,9,414.5,822.4,760.4,0.079,20212
2016-08-26T07:00:05.890000Z,28.926082,102.486694,18.64,0.9,94.6,11,174.1,119.8,164.2,0.100,20204
2016-08-26T08:06:42.000000Z,28.442017,102.318237,2.94,0.7,282.8,4,219.4,225.4,203.0,0.057,20209
2016-08-26T10:23:26.480000Z,29.090104,102.357707,26.11,0.3,161.4,10,112.9,119.7,137.7,0.108,20208
2016-08-26T18:08:41.740000Z,29.141506,102.395736,22.68,0.3,128.2,8,148.7,141.5,148.2,0.106,20216
2016-08-26T19:12:38.700000Z,28.967643,102.252539,9.02,1.2,161.2,12,179.7,176.7,187.5,0.134,20217
2016-08-26T20:02:50.100000Z,28.986133,102.389152,23.56,0.0,136.6,3,148.3,128.5,154.8,0.113,20214
2016-08-26T21:13:47.020000Z,28.287374,102.277629,9.23,1.1,214.4,3,263.3,196.8,189.8,0.098,20211
2016-08-27T09:15:02.640000Z,28.155794,101.751725,5.03,1.4,285.2,4,112.6,171.1,167.9,0.080,20220
2016-08-28T05:04:43.390000Z,29.004215,102.496273,20.3,0.1,85.2,7,154.8,109.4,135.7,0.094,20215
2016-08-28T06:17:14.150000Z,28.690857,102.203304,9.39,0.4,90.1,7,324.2,195.6,212.3,0.158,20218
2016-08-28T21:17:59.600000Z,28.98537,102.493335,21.29,0.3,162.4,10,166.8,111.2,134.1,0.088,20226
2016-08-28T23:14:44.280000Z,29.133561,102.462948,20.78,1.3,47.4,24,124.4,149.1,109.5,0.097,8183
2016-08-29T00:21:54.070000Z,29.06958,102.372331,22.79,0.2,117.6,14,94.2,84.0,87.7,0.081,20227
2016-08-29T06:23:47.940000Z,27.3205,102.559635,10.47,1.6,264.4,5,243.1,182.9,180.6,0.092,8182
2016-08-29T07:03:47.890000Z,27.95826,102.092163,0.67,1.0,249.9,3,237.1,238.4,370.3,0.073,8181
2016-08-29T07:23:35.030000Z,27.323258,102.568424,11.36,1.5,290.6,3,237.0,161.2,201.2,0.083,20222
2016-08-29T08:21:02.880000Z,29.053587,102.419043,19.78,0.4,96.8,16,176.3,142.6,135.7,0.123,20221
2016-08-29T12:12:59.150000Z,29.175427,102.340039,18.72,0.5,130.8,8,159.5,162.5,166.0,0.129,20223
2016-08-29T13:03:00.700000Z,27.963617,102.091911,1.09,1.4,251.1,3,188.1,154.8,212.3,0.048,8180
2016-08-29T15:15:41.650000Z,29.219802,102.216398,14.68,-0.2,279.1,5,224.9,305.9,240.3,0.136,20224
2016-08-29T16:02:57.470000Z,28.050413,102.269043,11.36,1.2,156.4,10,192.1,127.4,134.9,0.134,8175
2016-08-29T18:09:59.600000Z,30.076874,102.659554,2.57,1.7,292.2,3,316.9,253.3,355.9,0.101,8179
2016-08-30T02:22:25.930000Z,29.144043,102.451945,22.38,0.7,86.0,17,115.4,153.5,92.3,0.094,8177
2016-08-30T03:15:13.680000Z,29.233028,102.237622,13.71,-0.2,334.3,4,211.6,344.3,191.9,0.092,20225
2016-08-30T04:13:04.620000Z,28.657776,101.903035,14.19,1.3,133.6,23,359.9,253.1,358.5,0.133,8178
2016-08-30T08:20:40.630000Z,29.162777,102.403866,10.62,-0.1,100.3,10,145.0,173.8,150.5,0.124,20235
2016-08-30T14:08:46.130000Z,29.078274,102.375708,22.43,0.5,117.0,7,103.5,81.0,101.5,0.085,20231
2016-08-30T17:21:02.540000Z,29.067491,102.367513,21.85,0.3,149.6,13,139.4,92.0,115.9,0.122,20232
2016-08-31T01:03:43.710000Z,28.909499,102.48304,20.92,0.5,102.5,9,187.9,126.6,158.6,0.155,20228
2016-08-31T08:01:50.050000Z,29.164915,102.340047,22.89,-0.1,132.9,5,175.2,168.7,110.1,0.077,20236
2016-08-31T09:15:51.840000Z,29.438613,102.059082,8.74,1.3,171.1,15,115.3,158.4,193.8,0.144,20238
2016-08-31T11:01:07.140000Z,29.751272,102.072127,16.84,1.6,160.3,5,478.9,636.6,1605.8,0.079,8176
2016-08-31T15:08:50.490000Z,29.589223,101.885775,9.75,2.2,103.7,5,179.3,161.1,284.8,0.072,8174
2016-08-31T20:14:41.200000Z,28.28173,102.256551,7.91,0.3,159.8,4,287.9,211.5,240.3,0.121,20237
2016-09-01T03:16:56.620000Z,29.01296,102.277547,11.88,0.0,186.2,3,181.6,158.5,142.8,0.083,20242
2016-09-01T06:14:31.150000Z,28.290493,102.263118,9.46,0.4,172.6,3,294.1,175.9,226.6,0.118,20241
2016-09-02T08:05:29.600000Z,28.919566,102.498031,22.01,1.2,65.0,15,184.1,115.6,188.8,0.137,20240
2016-09-02T17:11:09.200000Z,29.20721,102.345736,22.04,0.3,115.1,6,281.0,281.6,293.9,0.132,20245
2016-09-03T00:09:18.400000Z,30.177061,102.137321,5.99,1.7,169.5,7,143.1,163.4,194.3,0.110,8312
2016-09-03T01:02:41.220000Z,29.057336,102.349585,23.44,0.6,125.2,10,129.1,98.9,144.7,0.131,20239
2016-09-03T03:12:40.910000Z,29.166632,102.345125,19.75,0.1,129.4,6,162.8,172.9,222.1,0.140,20246
2016-09-03T05:13:53.610000Z,29.232471,102.340853,21.81,0.2,100.0,7,171.0,195.5,163.0,0.107,20248
2016-09-03T11:02:10.330000Z,30.180951,102.136255,6.08,3.6,48.8,31,181.3,168.2,242.2,0.134,8314
2016-09-03T12:13:46.910000Z,28.287071,102.247843,8.97,0.2,166.8,4,277.1,206.9,216.3,0.093,20249
2016-09-03T15:07:02.290000Z,29.597648,102.77159,23.93,2.8,302.9,10,299.1,174.3,297.0,0.166,8313
2016-09-03T21:04:52.280000Z,29.518461,102.198437,7.66,0.9,321.0,3,184.2,355.5,546.8,0.090,20244
2016-09-04T03:03:45.950000Z,29.06169,102.358423,19.8,0.1,128.9,5,149.9,108.1,111.8,0.089,20243
2016-09-04T07:03:23.050000Z,27.911292,102.120142,8.35,1.5,237.9,3,197.6,281.9,270.5,0.072,8310
2016-09-04T14:02:25.150000Z,28.562242,101.909741,7.94,0.7,215.4,6,114.3,130.0,158.1,0.093,20250
2016-09-04T19:07:37.140000Z,28.965452,102.390682,22.49,0.8,95.8,8,164.7,127.7,111.1,0.081,20247
2016-09-05T04:04:09.830000Z,27.322817,102.569808,10.94,1.8,112.6,7,210.9,163.7,198.3,0.150,8309
2016-09-05T19:09:06.000000Z,30.069076,102.684416,3.47,1.5,172.4,6,190.1,180.4,225.0,0.118,8308
2016-09-05T19:14:17.220000Z,29.189036,102.231071,9.82,-0.1,220.3,3,152.7,144.1,174.6,0.128,20251
2016-09-06T03:20:11.440000Z,29.252629,102.312923,5.71,0.6,154.7,4,175.1,207.4,158.2,0.085,20254
2016-09-06T05:21:15.890000Z,29.646889,101.956315,10.66,1.8,310.6,9,137.0,149.4,236.6,0.130,8307
2016-09-06T09:16:52.270000Z,29.03394,102.496362,20.66,0.1,170.9,8,205.4,188.5,145.3,0.137,20257
2016-09-06T11:22:23.050000Z,28.968129,102.359562,23.6,0.6,118.9,11,191.5,155.4,140.3,0.097,20258
2016-09-07T02:07:24.020000Z,29.005406,102.416992,23.78,0.4,125.8,8,147.4,149.3,119.3,0.093,20255
2016-09-07T16:03:23.630000Z,29.254718,102.202873,12.11,1.3,196.2,9,161.1,157.4,178.8,0.099,8305
2016-09-07T17:02:56.480000Z,29.134285,102.125635,11.9,0.7,228.3,6,143.8,136.9,165.1,0.090,8306
2016-09-07T22:19:12.680000Z,29.494027,102.21582,6.96,0.6,304.4,7,140.6,246.2,231.6,0.098,20260
2016-09-08T04:11:05.710000Z,29.014758,102.257422,13.15,0.6,203.7,6,150.4,137.5,113.9,0.089,20259
2016-09-08T04:15:59.080000Z,29.184772,102.350781,24.92,-0.2,256.5,4,205.9,288.7,252.2,0.086,20263
2016-09-08T06:20:43.620000Z,29.012482,102.495312,21.35,1.2,67.7,21,157.9,106.6,130.1,0.077,20266
2016-09-08T18:11:02.180000Z,29.539958,102.199186,1.39,0.6,317.7,4,244.3,253.7,353.3,0.136,20261
2016-09-09T07:19:17.420000Z,29.07112,102.372306,21.5,0.2,117.8,5,147.3,108.7,91.0,0.054,20265
2016-09-09T08:06:06.370000Z,28.94789,102.486198,20.53,0.7,221.4,6,172.9,117.4,151.9,0.077,20271
2016-09-09T15:21:08.030000Z,29.627153,102.041341,8.88,1.3,332.0,8,155.5,172.7,252.7,0.098,20274
2016-09-09T18:12:37.260000Z,29.014612,102.26359,13.05,0.4,174.9,4,226.3,179.9,134.8,0.086,20272
2016-09-09T18:13:25.040000Z,28.291022,102.245695,9.16,-0.3,202.4,3,323.0,169.7,236.6,0.085,20262
2016-09-09T20:05:48.640000Z,29.51449,102.155046,4.07,0.5,346.4,3,210.8,234.0,222.3,0.080,20269
2016-09-09T20:23:32.440000Z,29.552016,102.16731,4.93,1.3,256.9,9,149.6,148.3,153.8,0.082,20267
2016-09-09T22:16:46.740000Z,29.174349,102.337614,23.43,0.0,132.6,6,126.7,162.0,116.3,0.093,20273
2016-09-10T02:16:59.930000Z,29.01027,102.440951,21.46,0.8,78.2,15,119.6,95.2,102.2,0.074,20264
2016-09-10T05:06:07.220000Z,29.046989,102.392765,24.35,0.7,105.7,9,113.4,90.8,119.3,0.067,20276
2016-09-10T09:15:29.670000Z,28.226843,102.722493,11.88,1.8,174.5,10,322.3,384.3,579.9,0.105,8304
2016-09-10T14:01:39.560000Z,28.566486,101.914119,9.16,0.5,280.0,3,143.8,150.1,178.6,0.064,20275
2016-09-10T17:04:43.580000Z,27.355918,102.674406,11.8,1.8,127.2,8,245.0,193.9,267.3,0.164,8301
2016-09-10T21:08:37.400000Z,27.354348,102.670597,12.43,1.6,126.7,5,228.2,210.5,271.3,0.111,8303
2016-09-10T21:13:18.900000Z,30.175295,102.140332,5.46,2.0,93.1,8,164.1,131.7,176.9,0.129,8302
2016-09-11T00:11:32.690000Z,29.081899,102.359139,22.87,0.0,158.4,3,146.4,116.6,82.3,0.075,20280
2016-09-11T05:02:06.390000Z,29.003276,102.459473,24.32,0.5,214.9,6,229.7,146.6,175.4,0.113,20268
2016-09-11T05:05:06.680000Z,27.990257,102.773348,17.0,1.6,215.9,6,425.9,426.3,532.1,0.115,20270
2016-09-11T09:00:33.270000Z,28.948348,102.500269,20.38,0.6,191.2,5,191.1,127.0,154.6,0.097,20279
2016-09-12T02:13:47.340000Z,29.063896,102.371574,21.29,0.2,154.9,3,183.3,118.4,96.5,0.051,20278
2016-09-12T07:07:56.260000Z,29.103577,102.346598,21.7,0.2,171.5,3,147.6,115.3,93.7,0.068,20277
2016-09-12T07:21:45.750000Z,29.680416,102.067049,6.64,0.8,156.4,3,394.7,268.2,470.4,0.097,8299
2016-09-12T12:21:02.810000Z,29.042631,102.394889,23.33,-0.3,204.9,3,244.5,181.0,151.8,0.077,20284
2016-09-12T14:07:07.860000Z,29.236896,102.30188,18.67,0.2,135.3,5,147.0,195.4,120.8,0.069,20281
2016-09-12T17:21:21.380000Z,29.695532,102.069173,8.86,1.1,157.0,3,383.8,231.4,353.6,0.097,8296
2016-09-13T03:03:57.300000Z,29.509996,102.156502,5.67,1.1,330.2,6,223.9,191.6,262.6,0.122,8298
2016-09-13T03:10:25.510000Z,29.485531,101.925366,6.97,1.3,162.2,3,289.5,228.2,401.8,0.133,8297
2016-09-13T06:20:57.780000Z,29.148692,102.359294,21.83,-0.1,262.8,4,130.0,200.4,196.7,0.106,20282
