'''
Please cite this paper
Li, J., Zhang, G., Zhang, S. et al. Seismicity characteristics and interseismic 
locking of the Anninghe Fault, Southwest China: Insights from long-term dense 
seismic array observations. Earth Planets Space 77, 63 (2025). 
https://doi.org/10.1186/s40623-025-02167-z
'''
ot,lat,lon,dep,mag,dt_max,num_sta,ex,ey,ez,rms,evid
2013-11-16T13:11:42.560000Z,28.444452,102.267391,3.14,1.6,140.5,5,208.5,242.3,246.7,0.137,15584
2013-11-17T00:15:00.200000Z,29.074685,102.357153,23.35,0.9,96.4,9,182.6,132.1,119.4,0.117,15585
2013-11-17T00:16:25.410000Z,29.442358,102.158765,8.02,0.9,167.0,6,274.1,223.5,311.8,0.131,15579
2013-11-17T00:16:39.340000Z,27.876259,102.332096,6.07,1.5,94.5,9,181.2,195.9,184.0,0.143,15589
2013-11-17T06:16:26.550000Z,29.448118,102.159814,7.54,0.6,168.7,3,445.8,270.7,278.3,0.178,15580
2013-11-17T06:16:35.860000Z,29.151062,102.267147,13.48,0.7,185.1,5,139.8,105.4,151.8,0.083,15581
2013-11-17T22:21:07.080000Z,29.088464,102.576571,17.19,0.4,156.6,4,185.0,166.3,124.7,0.068,15587
2013-11-18T01:07:16.620000Z,28.942387,102.054004,13.57,1.5,292.4,5,217.4,243.7,206.9,0.114,15588
2013-11-18T05:16:53.980000Z,29.328103,102.240055,14.56,1.0,279.4,6,202.3,357.7,331.7,0.055,15590
2013-11-18T05:19:17.020000Z,29.023118,102.453662,19.19,0.7,101.7,7,137.5,119.9,150.5,0.076,15586
2013-11-18T07:02:08.810000Z,29.841284,102.36276,18.81,2.7,282.4,8,232.1,147.6,260.5,0.075,4904
2013-11-18T08:04:55.030000Z,29.170829,102.336873,21.77,0.7,168.7,5,135.5,169.9,105.8,0.100,15592
2013-11-18T11:22:41.950000Z,27.958846,101.323128,7.59,2.0,313.3,4,517.0,831.9,994.4,0.064,15591
2013-11-19T14:20:10.030000Z,29.136271,102.216203,11.0,0.1,167.1,4,208.1,138.3,136.9,0.099,15596
2013-11-19T16:16:32.670000Z,28.843557,102.218986,14.19,1.0,263.2,3,269.6,232.5,206.9,0.090,15593
2013-11-20T09:03:13.530000Z,27.933164,102.097689,13.27,0.6,121.3,5,181.0,180.7,240.6,0.138,15595
2013-11-20T19:07:18.640000Z,29.007247,102.507023,12.34,1.2,117.0,6,239.1,287.9,314.1,0.137,15598
2013-11-21T00:20:49.230000Z,27.922784,101.303141,1.35,3.4,302.7,13,163.3,232.0,545.7,0.171,15611
2013-11-21T02:17:15.980000Z,27.934526,101.323584,10.12,2.3,301.2,8,229.3,272.7,285.7,0.151,15608
2013-11-21T06:15:37.830000Z,29.10767,102.398584,21.32,1.1,118.6,10,116.9,178.7,144.1,0.141,15607
2013-11-21T10:03:16.420000Z,27.911961,101.327547,9.77,3.0,305.1,6,190.3,245.9,333.5,0.158,15600
2013-11-21T15:08:57.160000Z,29.141201,102.385897,22.42,1.0,145.5,6,126.0,144.3,125.7,0.091,15604
2013-11-21T17:03:18.040000Z,27.92168,101.328101,3.08,2.8,301.3,7,169.7,346.3,504.3,0.169,15601
2013-11-21T18:21:34.360000Z,28.591441,102.057918,4.66,0.7,250.6,4,73.5,152.5,154.6,0.052,15599
2013-11-22T00:00:57.840000Z,27.942212,101.3111,-2.4,3.1,301.7,11,188.2,273.0,894.9,0.167,15615
2013-11-22T02:02:41.850000Z,27.92478,101.286686,11.34,3.5,303.5,9,215.9,338.2,349.3,0.160,15597
2013-11-22T04:21:05.900000Z,27.937716,101.296834,7.79,2.4,302.7,9,277.8,335.3,739.9,0.155,15612
2013-11-22T08:17:43.550000Z,28.985286,102.440348,20.01,0.5,205.9,4,144.4,114.3,116.9,0.080,15624
2013-11-22T08:24:00.040000Z,27.191144,102.622355,12.02,1.8,174.1,6,257.5,207.5,329.8,0.129,4901
2013-11-22T11:07:06.700000Z,28.99927,102.377816,22.73,1.6,78.0,11,122.8,91.6,116.3,0.111,15603
2013-11-22T13:03:33.590000Z,27.9159,101.321436,10.42,3.1,301.9,8,168.9,318.1,341.7,0.159,15602
2013-11-22T14:13:04.950000Z,27.919965,101.319775,6.95,2.7,301.8,10,364.5,236.8,747.2,0.179,15623
2013-11-22T17:19:24.820000Z,27.93088,101.315951,11.06,4.3,297.2,13,177.9,234.5,279.9,0.143,15610
2013-11-22T18:21:03.640000Z,27.942096,101.253979,6.21,3.5,304.9,13,198.5,267.2,417.3,0.167,15625
2013-11-23T01:11:28.170000Z,30.189075,102.806453,18.93,1.1,164.2,3,136.5,112.1,146.3,0.074,4900
2013-11-23T01:23:40.820000Z,27.938656,101.294051,9.4,4.4,302.8,12,261.5,307.4,377.1,0.128,15613
2013-11-23T03:23:33.450000Z,27.959513,101.319645,-0.07,4.4,303.0,8,347.3,678.3,1173.8,0.075,15614
2013-11-23T08:21:45.510000Z,28.376111,102.61084,9.3,1.3,287.0,5,122.8,151.6,127.3,0.107,15638
2013-11-23T09:12:04.550000Z,28.305149,102.269539,13.16,0.7,178.3,3,208.7,123.4,171.4,0.070,15634
2013-11-23T09:18:38.050000Z,29.322626,102.24987,3.23,1.4,290.9,4,295.8,311.9,288.7,0.098,15637
2013-11-23T11:00:33.120000Z,29.020874,102.456763,20.19,1.1,79.9,8,159.6,145.6,145.8,0.112,15627
2013-11-23T11:17:49.790000Z,29.166036,102.340519,21.94,0.4,167.7,3,142.6,161.0,106.6,0.076,15636
2013-11-23T17:11:17.540000Z,27.951111,101.291821,0.4,2.4,302.6,8,243.7,377.6,893.7,0.165,15621
2013-11-24T04:00:04.490000Z,27.910205,101.295011,1.23,2.9,305.8,11,154.5,226.3,481.0,0.156,15628
2013-11-24T10:03:45.990000Z,27.916667,101.321785,5.88,2.9,301.8,12,195.7,200.5,418.7,0.159,15631
2013-11-24T11:21:03.890000Z,29.153099,102.106958,6.04,1.0,258.3,4,332.1,210.6,312.5,0.113,15626
2013-11-24T12:22:27.450000Z,27.927981,101.298665,11.04,3.4,298.1,14,185.1,237.6,291.4,0.155,15640
2013-11-24T16:11:25.020000Z,29.240177,102.328971,26.04,1.8,149.0,9,207.2,241.1,182.2,0.077,4897
2013-11-24T18:04:20.480000Z,28.849457,102.65498,9.22,1.9,212.7,12,245.3,200.8,298.6,0.149,15632
2013-11-24T20:02:03.960000Z,27.914376,101.317244,10.88,2.8,302.1,7,155.1,245.8,322.8,0.145,15630
2013-11-25T00:10:52.460000Z,27.600767,101.817448,16.34,1.6,286.6,6,272.5,251.9,343.3,0.097,15646
2013-11-25T07:19:33.130000Z,27.929519,101.283162,0.82,3.5,303.6,12,187.6,354.9,669.1,0.178,15647
2013-11-25T08:06:01.260000Z,27.934658,101.318962,1.56,2.6,305.6,5,288.8,430.7,894.2,0.148,15643
2013-11-25T08:07:07.550000Z,29.005088,102.433765,21.61,1.4,113.2,8,116.9,94.5,102.3,0.083,15641
2013-11-25T14:08:19.320000Z,28.439964,102.266349,4.56,1.2,133.3,4,249.1,242.4,281.4,0.122,15644
2013-11-26T04:21:49.530000Z,27.415356,101.683838,10.17,1.6,242.7,4,196.4,308.3,254.9,0.118,4895
2013-11-26T06:23:13.060000Z,29.317588,103.055583,12.81,1.8,316.8,6,191.4,216.7,545.1,0.113,15655
2013-11-26T12:14:34.310000Z,28.849849,102.081982,3.36,0.6,315.5,3,186.0,241.1,340.1,0.070,15650
2013-11-26T12:20:51.740000Z,27.930499,101.246069,11.13,2.4,305.5,7,360.8,570.5,507.0,0.173,15654
2013-11-26T16:15:15.340000Z,27.934216,101.300944,2.24,2.1,314.8,5,196.6,314.8,680.4,0.092,15651
2013-11-26T22:14:04.020000Z,29.415523,102.146891,10.43,1.5,174.2,7,349.7,255.3,400.5,0.156,4894
2013-11-27T01:03:56.680000Z,27.923637,101.315641,10.8,2.9,305.8,7,156.4,266.2,364.7,0.131,15656
2013-11-27T04:08:19.030000Z,29.19231,102.224072,13.63,1.3,124.3,5,168.7,151.6,163.8,0.101,15645
2013-11-27T06:13:44.590000Z,27.954126,101.25009,9.0,2.7,304.8,9,194.8,344.8,427.0,0.148,15659
2013-11-27T06:16:28.070000Z,27.85402,102.590975,9.83,2.7,77.2,25,252.0,183.5,151.6,0.151,4893
2013-11-28T02:16:18.940000Z,29.056252,102.363802,23.0,0.7,93.0,9,118.2,112.3,100.7,0.071,15653
2013-11-28T05:01:47.150000Z,29.041536,102.266479,11.72,0.9,147.8,5,171.3,159.2,190.4,0.129,15662
2013-11-28T06:11:02.100000Z,29.191856,102.224894,13.44,1.6,110.6,12,166.6,137.8,162.2,0.121,15664
2013-11-28T08:11:24.940000Z,28.877262,102.061646,13.55,1.6,204.2,8,246.0,222.1,398.9,0.131,15649
2013-11-28T09:12:12.490000Z,27.936515,101.294132,2.44,2.3,302.8,7,218.1,333.5,529.2,0.160,15658
2013-11-28T12:16:44.480000Z,29.231042,102.218156,13.56,3.3,103.5,17,189.8,174.0,249.9,0.116,4890
2013-11-28T19:06:38.200000Z,30.176095,102.456689,14.52,2.1,161.0,5,150.6,248.1,308.3,0.083,4892
2013-11-29T02:05:43.570000Z,27.956081,102.828971,-0.15,2.5,274.7,4,353.9,426.1,1042.2,0.026,4889
2013-11-29T05:17:53.610000Z,29.148865,102.360099,32.49,0.6,139.3,7,176.9,165.7,208.9,0.126,15674
2013-11-29T06:21:14.540000Z,27.952167,102.803239,6.99,1.7,263.4,4,234.5,266.4,597.3,0.127,15676
2013-11-29T07:05:34.740000Z,29.07369,102.402474,23.62,1.0,80.1,8,92.8,94.3,131.2,0.077,15657
2013-11-29T15:18:48.250000Z,27.931278,101.305518,7.38,2.7,302.3,6,196.3,281.8,533.5,0.125,15675
2013-11-30T02:19:23.030000Z,30.227429,102.73772,14.37,0.8,126.9,4,347.7,417.6,394.9,0.106,4978
2013-11-30T04:23:30.190000Z,27.959285,102.830436,4.04,2.1,298.1,4,308.9,324.9,713.5,0.032,4885
2013-11-30T07:07:48.860000Z,28.429698,102.249976,2.73,1.9,281.9,3,329.8,364.6,256.4,0.140,15663
2013-11-30T07:19:40.920000Z,28.36495,102.616667,8.99,0.8,316.9,3,173.2,194.1,188.3,0.114,15666
2013-11-30T08:19:04.170000Z,28.357778,102.609554,10.32,0.7,317.7,3,136.7,177.1,179.5,0.088,15667
2013-11-30T08:19:12.250000Z,28.361316,102.609399,9.35,1.2,316.8,3,194.4,218.2,217.6,0.129,15668
2013-11-30T11:04:17.370000Z,27.919718,101.325366,10.32,2.6,301.5,9,123.8,225.7,252.2,0.174,15669
2013-11-30T11:13:59.820000Z,27.960862,102.785221,15.4,2.0,268.6,5,368.3,314.2,812.9,0.125,4882
2013-11-30T15:18:11.320000Z,27.917704,101.307145,9.25,3.5,302.6,12,193.3,265.0,335.2,0.156,15685
2013-11-30T17:04:43.400000Z,27.919558,101.327279,10.51,3.4,282.8,14,160.7,238.8,281.8,0.163,15670
2013-11-30T21:18:08.800000Z,27.934725,101.29908,-1.55,3.0,302.6,11,347.9,325.8,1332.5,0.144,15686
2013-11-30T23:21:53.280000Z,27.952838,102.81508,-1.38,2.2,243.3,5,355.7,424.5,1198.7,0.000,4976
2013-12-01T01:18:53.830000Z,27.923417,101.316382,3.46,2.8,301.9,11,192.2,237.1,453.0,0.165,15687
2013-12-01T02:04:29.890000Z,27.956104,102.797624,15.51,1.6,145.6,3,214.1,234.4,371.5,0.081,4883
2013-12-01T04:09:50.110000Z,27.909904,101.28116,6.15,2.9,304.2,10,185.5,275.0,456.2,0.147,15672
2013-12-01T05:05:25.820000Z,27.923157,101.319816,2.06,3.4,291.3,14,185.4,285.3,722.6,0.140,15671
2013-12-01T08:18:44.650000Z,30.11307,101.975822,5.02,1.9,101.9,12,195.0,308.4,329.2,0.140,4979
2013-12-01T10:19:37.460000Z,27.943951,102.760457,26.78,1.9,234.4,6,258.2,262.9,329.6,0.127,4977
2013-12-01T19:14:07.140000Z,28.967383,102.470638,22.57,0.6,123.5,6,168.8,134.0,155.1,0.077,15690
2013-12-01T21:02:54.520000Z,28.995085,102.397453,23.7,1.2,166.9,7,172.3,129.2,114.0,0.080,15679
2013-12-01T21:14:39.580000Z,28.965839,102.337248,23.13,1.7,78.2,15,172.2,131.7,139.2,0.101,4881
2013-12-02T00:04:59.680000Z,27.943736,102.084367,13.34,1.1,135.0,4,230.2,291.4,280.1,0.081,15692
2013-12-02T00:23:56.070000Z,27.946499,102.811759,17.49,2.5,243.1,5,493.7,740.0,709.9,0.185,4974
2013-12-02T03:00:00.220000Z,29.027091,102.420955,21.57,0.5,114.4,4,116.9,108.2,114.3,0.057,15691
2013-12-02T05:12:18.260000Z,29.112984,102.104134,11.94,0.9,251.0,5,293.8,117.3,253.5,0.128,15689
2013-12-02T08:07:55.590000Z,28.939016,102.047884,10.29,1.5,228.4,4,301.3,302.4,429.0,0.115,15688
2013-12-02T09:08:39.970000Z,28.940611,102.252523,9.47,2.1,97.2,11,164.6,157.5,139.5,0.103,15680
2013-12-03T01:08:29.770000Z,30.163096,101.990796,7.65,2.3,62.8,9,177.7,227.8,320.6,0.144,4967
2013-12-03T02:18:54.330000Z,27.931761,102.795174,10.04,2.6,262.5,7,460.2,472.8,802.5,0.150,4971
2013-12-03T05:18:06.190000Z,27.95887,102.801221,12.13,2.3,263.0,6,294.3,252.3,323.8,0.176,4970
2013-12-03T05:23:00.400000Z,29.312209,102.223128,13.79,0.7,276.1,3,219.2,232.0,274.4,0.068,15694
2013-12-03T14:18:58.670000Z,27.956569,102.809961,11.85,2.6,262.6,8,282.8,238.8,285.1,0.134,4969
2013-12-03T18:17:15.800000Z,29.064809,102.377181,24.76,1.1,114.9,6,103.0,95.2,134.3,0.078,15696
2013-12-04T04:04:48.310000Z,28.10046,102.657292,15.7,2.2,269.3,5,171.0,275.3,353.6,0.154,15698
2013-12-04T05:02:53.350000Z,27.950441,102.790194,14.27,3.1,261.3,7,265.0,310.6,673.7,0.140,4966
2013-12-04T06:17:44.010000Z,30.17089,102.457764,14.36,2.1,72.1,15,154.2,249.3,319.1,0.112,4964
2013-12-04T18:21:16.000000Z,27.92687,101.30813,8.9,2.5,302.3,6,192.3,281.2,365.4,0.147,15697
2013-12-05T20:18:12.600000Z,29.144153,102.407145,25.0,0.2,189.1,4,256.8,312.1,152.4,0.099,15700
2013-12-06T08:17:54.600000Z,29.05177,102.374707,25.11,3.1,89.0,17,96.9,94.7,129.6,0.082,4963
2013-12-07T12:13:40.750000Z,28.762413,102.234928,9.26,1.6,158.8,10,148.5,73.7,106.4,0.087,4958
2013-12-08T00:15:59.110000Z,27.937264,101.326628,7.91,4.3,290.3,11,237.6,359.7,539.8,0.154,15706
2013-12-08T06:20:41.540000Z,28.242383,101.710465,10.83,1.2,195.2,3,519.0,460.7,708.9,0.115,4960
2013-12-08T18:20:52.600000Z,29.236776,102.223315,13.18,1.0,256.3,4,154.6,160.4,169.5,0.092,15703
2013-12-09T04:22:56.480000Z,27.963472,101.313997,4.97,2.6,301.0,7,327.6,440.8,962.9,0.086,15704
2013-12-09T09:20:04.900000Z,28.953835,102.240975,11.18,1.6,172.4,9,166.4,159.4,115.7,0.086,15710
2013-12-09T19:21:53.080000Z,29.013824,101.918115,12.01,1.6,242.3,6,377.9,249.8,556.6,0.126,15707
2013-12-10T00:03:14.020000Z,27.907715,101.299813,3.26,2.7,315.5,5,310.6,955.1,996.1,0.078,15712
2013-12-10T03:01:00.750000Z,29.063409,102.367586,22.92,1.7,119.1,8,305.6,254.1,147.1,0.136,15705
2013-12-10T03:01:09.610000Z,28.916667,102.345264,21.79,1.2,168.2,5,428.7,290.4,293.2,0.047,15711
2013-12-10T19:14:05.560000Z,29.065544,102.370907,23.93,1.0,117.8,8,242.2,237.5,132.2,0.137,15708
2013-12-10T20:16:20.480000Z,29.118475,102.368823,28.05,0.1,230.2,4,144.2,167.1,177.0,0.094,15716
2013-12-11T04:03:18.910000Z,27.93009,101.317139,5.88,3.0,301.7,8,238.4,271.8,659.0,0.137,15713
2013-12-11T07:02:19.840000Z,29.111831,102.394206,22.1,0.8,134.1,6,137.5,133.0,131.9,0.081,15718
2013-12-11T09:09:19.710000Z,29.507973,102.187524,11.52,1.3,175.8,4,736.3,503.4,536.0,0.139,15715
2013-12-11T14:20:48.370000Z,28.865047,102.513346,23.28,0.8,129.9,9,203.2,137.3,149.6,0.091,15720
2013-12-11T20:19:05.560000Z,29.071849,102.504093,10.23,0.8,147.3,5,151.0,184.9,168.3,0.107,15717
2013-12-11T22:06:22.640000Z,29.480654,102.123877,10.75,1.6,178.0,4,396.6,267.2,513.1,0.124,15714
2013-12-12T06:14:17.980000Z,30.103916,101.770313,9.25,1.5,183.5,4,161.3,219.6,339.2,0.087,4955
2013-12-12T09:14:23.750000Z,30.09373,101.87465,10.56,2.6,69.5,14,264.9,410.5,465.6,0.132,4953
2013-12-13T00:10:50.590000Z,29.196834,102.272282,9.37,0.6,187.9,3,172.2,159.2,169.1,0.073,15730
2013-12-13T02:03:40.200000Z,27.922205,102.091154,12.34,1.1,185.8,3,222.5,174.0,267.8,0.091,15719
2013-12-13T05:20:26.310000Z,29.110195,102.253711,13.99,2.4,151.9,14,133.5,121.3,139.6,0.100,4954
2013-12-13T06:04:57.070000Z,28.473739,101.944238,12.07,1.4,226.4,7,244.9,289.7,317.1,0.166,15728
2013-12-13T06:11:28.040000Z,29.608533,101.953703,8.07,1.3,251.6,5,434.9,376.8,564.0,0.152,15731
2013-12-13T10:08:11.770000Z,28.308144,102.237801,12.65,1.2,180.4,3,193.2,162.5,172.3,0.076,15723
2013-12-13T12:23:46.710000Z,29.639095,101.970858,9.53,1.8,257.8,7,210.0,169.3,263.9,0.139,15735
2013-12-13T21:14:56.180000Z,27.936509,101.28798,9.75,2.9,292.3,14,177.6,297.5,545.8,0.149,15732
2013-12-13T22:16:23.620000Z,27.944873,101.311255,6.87,2.6,290.7,12,244.6,332.8,488.5,0.178,15734
2013-12-14T01:21:20.850000Z,27.849089,102.410392,6.47,1.1,212.4,4,223.5,325.9,228.8,0.119,15726
2013-12-14T03:15:14.920000Z,27.941105,101.2889,8.76,2.7,303.0,11,183.9,274.1,610.0,0.136,15725
2013-12-14T06:02:33.410000Z,29.188658,102.340698,22.65,1.5,126.5,9,146.2,172.5,113.8,0.093,15736
2013-12-14T10:01:58.640000Z,28.939919,102.50411,19.96,1.0,186.9,6,173.0,114.4,148.2,0.085,15721
2013-12-14T10:14:50.860000Z,27.938578,101.274121,6.67,2.5,315.9,4,198.5,366.9,550.8,0.099,15741
2013-12-14T10:18:18.350000Z,29.85351,102.072876,3.07,2.4,325.3,11,267.4,193.6,381.3,0.132,4951
2013-12-14T22:22:57.360000Z,27.925118,101.316968,12.14,2.2,301.9,4,306.0,414.0,702.9,0.134,15743
2013-12-15T01:22:48.310000Z,27.923433,101.306104,4.2,2.5,302.5,6,211.1,243.3,520.1,0.147,15744
2013-12-15T05:14:07.520000Z,28.986359,102.451449,23.79,1.2,63.6,11,185.9,153.1,165.0,0.142,15733
2013-12-15T09:06:56.880000Z,28.313314,102.237215,12.04,1.1,183.0,3,175.9,174.8,168.3,0.074,15739
2013-12-15T09:07:57.720000Z,27.922933,101.314665,11.59,3.2,297.6,11,249.7,432.3,408.9,0.117,15729
2013-12-15T11:04:38.580000Z,27.914333,101.313387,-1.35,2.6,335.2,3,283.4,501.5,1147.9,0.036,15737
2013-12-15T18:04:41.280000Z,27.950419,101.2934,3.57,2.7,336.0,3,196.5,371.5,465.6,0.114,15738
2013-12-16T03:15:53.800000Z,27.933993,101.334163,4.88,2.8,300.6,9,304.8,290.1,731.5,0.161,15752
2013-12-16T03:20:27.690000Z,28.86955,102.454167,16.42,0.7,131.0,5,127.6,158.8,117.3,0.147,15746
2013-12-16T05:17:23.010000Z,27.927325,101.324788,6.91,2.2,301.3,6,268.1,305.1,632.7,0.130,15742
2013-12-17T03:20:36.610000Z,29.050574,102.373771,23.63,1.0,114.3,9,96.2,86.4,111.4,0.078,15753
2013-12-17T06:09:32.400000Z,27.958893,101.35835,4.74,2.8,311.6,4,315.5,437.4,830.2,0.157,15749
2013-12-17T09:06:10.270000Z,28.955001,102.48693,19.37,1.1,64.8,10,175.3,146.0,157.5,0.110,15755
2013-12-17T14:15:56.570000Z,28.435708,102.000586,13.29,1.4,215.0,8,307.8,325.2,343.0,0.100,15759
2013-12-17T23:13:40.780000Z,27.945176,101.336149,9.77,2.3,300.2,6,243.6,359.2,436.8,0.142,15750
2013-12-18T03:04:08.060000Z,29.153208,102.440007,23.83,1.1,138.7,8,243.0,223.9,126.9,0.113,15747
2013-12-18T03:09:53.730000Z,27.937887,101.34152,8.38,3.3,300.1,10,174.0,289.0,424.5,0.194,15756
2013-12-18T04:13:40.560000Z,29.088171,102.270809,14.69,0.8,177.4,3,289.5,180.6,147.9,0.079,15758
2013-12-18T05:16:40.090000Z,29.857127,102.049137,4.34,2.3,331.5,8,222.6,193.2,322.0,0.134,4950
2013-12-18T10:06:53.600000Z,27.922646,101.328035,6.91,3.0,301.3,10,171.8,259.3,413.0,0.161,15748
2013-12-18T14:19:31.640000Z,29.854305,102.014697,6.34,1.3,340.1,5,286.9,201.6,299.2,0.133,4948
2013-12-19T00:12:46.380000Z,29.042151,102.280355,10.95,0.3,193.0,3,381.9,298.2,347.0,0.177,15762
2013-12-19T03:09:34.940000Z,29.462516,102.232023,18.54,1.6,179.4,3,319.1,280.0,335.3,0.103,15757
2013-12-19T14:16:11.730000Z,27.889685,101.268685,7.25,2.6,295.4,8,311.3,435.6,837.3,0.152,15763
2013-12-20T01:01:25.500000Z,27.938228,101.296501,0.23,2.6,302.7,6,486.2,630.6,1662.9,0.107,15760
2013-12-20T02:19:06.530000Z,29.973767,101.653703,8.61,1.4,155.9,4,179.8,185.7,399.3,0.117,4947
2013-12-20T12:18:57.400000Z,28.979722,102.447917,20.96,1.1,85.2,9,143.4,106.8,112.3,0.091,15765
2013-12-20T16:23:44.210000Z,30.265802,101.661759,11.07,1.8,79.5,5,338.6,444.5,648.0,0.167,4946
2013-12-21T07:14:31.240000Z,28.650867,102.677425,11.08,1.1,255.0,4,247.6,261.7,293.1,0.075,15768
2013-12-21T12:15:24.290000Z,29.070839,102.367529,22.81,1.3,120.0,9,128.2,114.2,88.9,0.059,15764
2013-12-21T15:17:14.880000Z,29.259342,102.217358,9.75,1.1,279.1,5,178.9,191.9,202.1,0.126,15769
2013-12-21T21:12:29.580000Z,29.064834,102.377881,25.05,0.8,114.5,8,107.3,109.7,135.4,0.080,15767
2013-12-22T02:05:13.930000Z,29.427118,102.230184,4.97,1.2,170.7,5,638.0,467.9,747.4,0.149,15766
2013-12-22T09:21:00.620000Z,29.437846,102.247526,5.93,1.2,168.8,7,618.1,462.1,704.7,0.169,15770
2013-12-22T13:19:53.270000Z,27.910974,101.312891,8.95,2.1,302.5,5,357.6,318.4,705.3,0.165,15774
2013-12-22T16:18:33.110000Z,27.930868,101.289079,10.57,2.9,292.5,12,184.5,282.6,386.2,0.165,15773
2013-12-23T00:06:29.450000Z,29.173901,102.348787,26.23,0.8,195.1,5,163.2,181.2,149.5,0.070,15777
2013-12-23T03:06:34.600000Z,27.954163,101.316805,8.53,2.4,318.0,3,428.8,546.3,957.6,0.179,15771
2013-12-23T11:14:11.070000Z,29.079657,102.451424,18.71,0.5,221.3,4,171.3,147.1,121.3,0.067,15778
2013-12-23T16:06:32.220000Z,29.906588,102.048617,3.28,2.4,332.0,5,226.0,155.7,323.5,0.107,4941
2013-12-23T16:17:24.210000Z,27.931677,101.29292,3.14,2.8,293.3,8,188.0,302.1,558.6,0.163,15772
2013-12-24T15:07:09.040000Z,28.930619,102.49786,22.64,1.3,156.1,7,186.8,131.6,144.5,0.074,15781
2013-12-25T02:06:36.140000Z,29.089181,102.347404,25.41,1.6,131.8,10,130.2,107.2,121.5,0.079,15780
2013-12-25T06:00:12.830000Z,29.57958,102.1757,8.96,1.4,182.1,5,291.0,188.0,319.1,0.126,15779
2013-12-25T08:20:57.970000Z,29.65461,102.113281,5.6,2.0,190.8,7,177.1,196.2,271.7,0.124,4939
2013-12-25T09:20:05.060000Z,29.433628,102.06604,4.87,1.4,198.1,6,437.4,290.8,690.8,0.204,15783
2013-12-26T08:10:25.750000Z,29.040723,102.376107,21.86,1.2,111.4,8,130.5,123.0,102.6,0.086,15791
2013-12-26T08:23:37.890000Z,29.572799,102.165446,8.14,1.9,176.7,8,306.4,207.3,326.8,0.137,4938
2013-12-26T09:12:31.220000Z,29.067757,102.380713,22.47,0.4,169.2,3,156.6,133.2,84.2,0.049,15792
2013-12-26T10:16:55.830000Z,29.08326,102.361589,24.48,0.6,157.4,5,125.3,124.3,116.3,0.058,15782
2013-12-26T13:23:28.360000Z,29.889225,102.048291,5.42,2.1,331.9,7,220.0,147.5,304.7,0.152,4934
2013-12-26T15:23:08.640000Z,28.954844,102.211182,15.53,0.8,196.8,6,893.6,881.9,897.8,0.062,15795
2013-12-26T17:22:28.160000Z,29.890263,102.046427,5.93,3.2,329.7,9,249.4,185.4,302.6,0.167,4935
2013-12-26T18:15:59.480000Z,29.290755,102.267782,9.24,1.2,292.5,5,252.4,228.8,184.7,0.110,15786
2013-12-27T00:04:27.980000Z,27.512531,101.79895,-3.88,1.9,294.1,4,301.6,474.3,1309.4,0.156,15797
2013-12-27T00:09:26.770000Z,30.18739,102.753613,11.77,2.0,113.4,5,101.4,63.1,117.5,0.084,4937
2013-12-27T02:10:22.960000Z,30.187486,102.754085,11.4,1.7,98.7,5,101.4,63.6,118.3,0.107,4936
2013-12-27T06:17:55.710000Z,29.169849,102.251554,8.87,1.1,199.5,3,182.5,142.0,175.4,0.113,15787
2013-12-27T10:08:12.030000Z,27.912988,101.327686,4.75,3.1,301.6,8,191.5,308.1,531.9,0.166,15784
2013-12-27T10:13:41.500000Z,29.125743,102.103931,7.57,1.2,265.9,5,310.0,140.8,369.9,0.109,15785
2013-12-27T10:17:08.800000Z,29.072308,102.371273,20.8,0.9,118.4,9,177.1,165.2,141.3,0.138,15788
2013-12-27T12:07:40.630000Z,29.066337,102.370435,22.5,0.8,148.0,4,193.6,145.4,104.3,0.090,15790
2013-12-27T18:19:33.680000Z,27.919482,101.323926,3.46,3.5,285.1,17,172.4,272.6,442.3,0.155,15793
2013-12-28T08:01:12.670000Z,29.05165,102.372616,25.37,0.8,115.0,5,144.5,123.4,138.9,0.072,15796
2013-12-29T01:20:20.120000Z,29.857408,101.989176,10.33,1.6,133.9,5,219.6,296.3,425.0,0.137,4933
2013-12-30T00:16:24.100000Z,29.623956,101.999674,5.79,1.2,255.6,3,590.7,432.9,586.4,0.149,15808
2013-12-30T02:05:23.150000Z,27.949418,101.292318,8.44,2.8,302.6,6,497.7,504.5,1223.7,0.129,15805
2013-12-30T05:00:11.150000Z,29.86003,102.023275,10.39,4.2,328.6,11,377.0,289.5,330.5,0.158,4929
2013-12-30T05:14:31.630000Z,29.650897,102.068164,9.26,3.2,179.1,12,303.3,237.5,239.3,0.162,4924
2013-12-30T06:01:14.380000Z,29.866313,101.975155,7.9,1.6,170.7,3,231.8,214.9,401.0,0.119,4927
2013-12-30T13:21:17.170000Z,29.069403,102.376636,22.84,1.1,115.6,9,125.1,114.6,122.7,0.094,15800
2013-12-30T14:12:15.060000Z,28.654175,102.507186,22.75,0.6,133.6,5,221.1,147.6,188.4,0.068,15807
2013-12-30T19:16:22.200000Z,29.653817,102.070435,9.22,1.8,199.4,5,232.2,204.9,217.3,0.093,4923
2013-12-31T00:04:31.410000Z,27.531222,101.858203,19.94,2.1,144.9,6,426.6,244.3,356.6,0.000,4920
2013-12-31T00:04:59.110000Z,27.605241,101.863045,10.77,1.7,166.4,4,205.8,349.1,663.5,0.147,4926
